Long,Lat,Size
-71.16630433481633,42.35149174375511,274
-71.0689244683594,42.32350982023434,107
-71.12071035282176,42.26647704178215,199
-71.06214324473036,42.35588687994476,740
-71.06229753543072,42.29029590108612,244
-71.08287792565902,42.34874540817816,991
-71.10286949634921,42.32328799615527,542
-71.15443879061856,42.28530953958759,174
-71.0014363812037,42.386868788981424,112
-71.08770664592402,42.28289541514218,397
-71.13165119267235,42.36122091956896,193
-71.05460203587499,42.37767786633328,269
-71.04311223510629,42.34449591776595,77
-71.08235042203295,42.331947360098354,289
-71.12842962867926,42.303585410754714,48
-71.05534387145774,42.31292647778435,308
-71.09393638409362,42.3460388208187,154
-71.13257784523073,42.240192483730716,265
-71.0779292251786,42.29412598705359,198
-71.0398000919408,42.369600546381605,328
-71.13903977983236,42.34638233865923,182
-71.07289519404539,42.33444598418184,409
-71.13794772169932,42.284484692418275,154
-71.05567664500006,42.28928989010872,112
-71.07692525216983,42.30689560938682,214
-71.07023427156749,42.34788694724137,289
-71.02741038924242,42.379912391287874,132
-71.08373580080651,42.27354807322582,131
-71.06972280423176,42.30382343795103,418
-71.08375449958577,42.31399348094673,155
-71.10556227210706,42.335918375484994,578
-71.1499019508333,42.259743431018556,207
-71.08300831742316,42.30942205138459,340
-71.1140641446215,42.28516819015943,237
-71.04571250886906,42.31791180642854,169
-71.06164033177295,42.36515434657209,401
-71.064939662,42.28509278280952,222
-71.12252386222497,42.255934702958484,392
-71.16810644670151,42.280111591937136,178
-71.10790305157344,42.31649102052449,274
-71.15037198285202,42.35476454732852,234
-71.1631875211628,42.29588958534885,92
-71.06282428933672,42.30827092158166,227
-71.07204122170214,42.35694261446809,47
-71.07538555835681,42.348323855352156,211
-71.09173139350426,42.33235152581193,335
-71.06602184192043,42.31754641220132,398
-71.09682844101056,42.32102277877661,190
-71.02953342249046,42.33543128586208,250
-71.10296122296283,42.34506368030871,324
-71.11535904786483,42.310093616945906,408
-71.0697439982291,42.35716393932293,184
-71.03881258955367,42.3750181475659,440
-71.06310928555193,42.326936217157126,629
-71.0644344075965,42.29901824238196,451
-71.06523846624415,42.342278448823556,202
-71.01537860257143,42.385068816642836,133
-71.08808792585813,42.34640266414174,256
-71.07567503297294,42.28924646900899,284
-71.04146248171173,42.28605021891892,99
-71.11833656209305,42.24675375313951,208
-71.08648367174409,42.29723236391471,255
-71.07741471198862,42.31694057255677,334
-71.04838217407892,42.35186617848684,141
-71.09219698431751,42.28493945821727,349
-71.1201950976168,42.278989547383205,179
-71.05861616642409,42.35111928022155,344
-71.07546781187769,42.33891636775107,440
-71.06557832291396,42.2789934206623,131
-71.10856094312497,42.32377800445314,356
-71.08366483509484,42.30192570992893,412
-71.06431782457004,42.35155267315344,533
-71.14255740151074,42.359534735827346,122
-71.06939113131584,42.37938214304096,282
-71.10445856464004,42.26805733410665,330
-71.08282561184333,42.31853644446979,353
-71.07145440205133,42.29318388971802,452
-71.08206707510128,42.34175422866394,241
-71.12976123276599,42.273050508936166,78
-71.039405610479,42.38130727377253,172
-71.0587056590583,42.357567702675645,678
-71.0764298521277,42.32783140099291,169
-71.05823756759993,42.30579656879997,226
-71.065331256877,42.31364761046517,271
-71.10873050450355,42.30543280773046,280
-71.0534903679582,42.331362143272266,370
-71.1160388408077,42.2746204998077,238
-71.10243633121756,42.330619416321234,345
-71.05018442870183,42.29817118860581,183
-71.09039241276074,42.32486680797547,188
-71.13663610511625,42.35431256863369,353
-71.15671330641304,42.350975866087005,277
-71.05698024909779,42.28340042120296,126
-71.08329859842662,42.306998700453306,301
-71.0599173697049,42.302394895213105,272
-71.09460265279358,42.31368054200001,280
-71.00855833681818,42.390056026818186,135
-71.07891337817553,42.347784411016676,695
-71.07111033067463,42.28756446587302,242
-71.11731421116276,42.29469411627907,342
-71.03745981544846,42.334791357608005,332
-71.12655324700782,42.286795814146934,361
-71.08502197070423,42.323816875399096,221
-71.05623244654652,42.327812807495214,504
-71.16020245808512,42.34193715707446,153
-71.09518487641297,42.27609059383147,340
-71.04843900539325,42.29199388348318,174
-71.07499933121684,42.351056031079125,836
-71.06522224159103,42.36011389516235,271
-71.139925939375,42.29364768249999,52
-71.06016349306461,42.29889961455652,280
-71.14845165128712,42.27339701801979,99
-71.07005486401249,42.339869733385584,315
-71.08527054150859,42.33590280008619,232
-71.03364444233013,42.368679160533986,183
-71.04773744244359,42.33502153813146,454
-71.12478539232283,42.352839801416486,355
-71.069050790878,42.27316967121954,160
-71.08346904801799,42.28813160900907,217
-71.11363781290314,42.2612902570968,233
-71.16395514122453,42.26473540972788,142
-71.06206444330687,42.35211641655998,695
-71.0757102810145,42.27392039514496,162
-71.09028295531735,42.29102176051361,337
-71.0796688029968,42.33971236208468,291
-71.08493147030121,42.34606308487947,159
-71.07016144905766,42.31041854078534,192
-71.09647790917097,42.326375322072586,182
-71.06309127799177,42.34691097401638,226
-71.06661392460173,42.349926230294976,334
-71.1442486160502,42.34372185526645,290
-71.05395791274324,42.359226623846055,1081
-71.15100179689342,42.33980492071006,334
-71.07825453395601,42.303077273882785,245
-71.05354634688005,42.34176273040003,242
-71.09013162115377,42.34931471989017,203
-71.11377871891571,42.31981911172691,253
-71.05573034443586,42.31912529474705,257
-71.08853026161486,42.310274027763995,312
-71.07942322840374,42.31088744802816,210
-71.08156175267278,42.29617141239628,224
-71.0428714946862,42.33256652506279,232
-71.03306466447518,42.378301383425395,353
-71.07366446291138,42.3246541547468,148
-71.07882560762853,42.32263258118582,261
-71.07037923744303,42.35977454287674,210
-71.12872003996259,42.25110770269666,243
-71.10196715625949,42.31190278931298,345
-71.09815377590071,42.34379296917809,893
-71.05530276277311,42.353453307605015,225
-71.06116376137811,42.377016777208496,527
-71.05376316586414,42.33715762064811,305
-71.0609739771987,42.32000818267109,290
-71.13061390581034,42.35273548373085,613
-71.13453688245788,42.34936872959593,285
-71.074500464863,42.35387796116438,143
-71.07321811256752,42.28236327864862,224
-71.13753098714285,42.27646284166668,138
-71.07523215634014,42.31161907440726,369
-71.08151097984255,42.281557889251964,247
-71.06636829197454,42.29147176942678,167
-71.05922578118839,42.36192194221964,449
-71.07070754390072,42.31593631226954,139
-71.14373187049762,42.351331465820884,196
-71.07832231931677,42.35078750899426,506
-71.08049041869725,42.32811719827583,246
-71.08623264129497,42.351312689568346,145
-71.09722686059236,42.33264394811842,302
-71.07120918100442,42.34391218384281,219
-71.05703585156951,42.29491610439462,216
-71.09422713518381,42.28024874819853,253
-71.09013244375421,42.31713976699655,293
-71.07606907056488,42.334691508527335,579
-71.0735743099712,42.29952561330457,322
-71.0377594629761,42.378437655119036,157
-71.06584266970494,42.30632548177121,271
-71.04757126823208,42.283753049723785,180
-71.08610595044833,42.34334540427587,306
-71.06919468113473,42.36266311468088,145
-71.08660578346677,42.348544386155616,438
-71.09445869472326,42.269076538458464,523
-71.09618959465989,42.34853689285716,305
-71.05937375489431,42.31212300235914,292
-71.08440571536543,42.3293263524038,494
-71.08933377891209,42.34043487711287,248
-71.06670020269668,42.34466229471907,107
-71.05445095838998,42.36485698564624,480
-71.07183729563498,42.320146462658734,250
-71.07103623997595,42.35161195572456,391
-71.0894018478366,42.34367849600004,219
-71.08078752060305,42.349867748813196,468
-71.08069346710397,42.34464188212669,256
-71.07487799728924,42.34506301879515,331
-71.10964510420236,42.33210518645912,259
-71.07945089330039,42.335918243795355,303
-71.09859247153541,42.31669999456697,553
-71.06969408260144,42.3305155636039,413
-71.06005043190471,42.355107953560555,923
