Long,Lat,Size
-71.03686579666667,42.337299703333336,40
-71.081404165,42.30596018666667,96
-71.086150195,42.336711455,70
-71.15096304599999,42.357027759999994,41
-71.129993448,42.285177350000005,29
-71.06002495999999,42.36217360666668,99
-71.06088689777779,42.30644431444445,62
-71.11135486,42.26528658,26
-71.10081595499999,42.324980431250005,109
-71.01600449,42.38831841,29
-71.09334585333333,42.27972671833333,56
-71.08555414625002,42.346967423749994,51
-71.03982473,42.37648151333334,189
-71.16249697125,42.2775926975,60
-71.06545247166667,42.28789823166667,77
-71.05431981199999,42.330885038000005,58
-71.0635761475,42.35119433000001,91
-71.12909317,42.3547540475,64
-71.12347603599999,42.256186126,74
-71.1142931,42.29392745,38
-71.07590752666665,42.315776650000004,33
-71.069662255,42.33776263,14
-71.09810629090909,42.343065120000006,97
-71.07640233920002,42.3508507144,273
-71.07464178833334,42.29052515833333,31
-71.04812704,42.29109593333333,78
-71.058301588,42.375948682,31
-71.09754482,42.31632936,100
-71.14461141,42.340954329999995,79
-71.11695777,42.3119081225,40
-71.064978994,42.315714482,43
-71.08406938818182,42.31861885181817,106
-71.0584990907692,42.35732474038461,269
-71.10053155666668,42.33285735,80
-71.11904957200001,42.27995011,51
-71.14211364,42.2433584475,29
-71.071133605,42.278681765,31
-71.05386101399999,42.357411359000004,121
-71.04858893000001,42.337646156666665,45
-71.16541405250001,42.350431164375,49
-71.073408175,42.30186601,64
-71.07677764285712,42.32791968428571,48
-71.04009668307694,42.36924832,107
-71.05865295166667,42.31514361,37
-71.07094795181818,42.35892384090909,148
-71.13836660285715,42.35588678999999,20
-71.08408579,42.28097552333333,55
-71.0849951125,42.29802993875,81
-71.15642133666667,42.26289064,58
-71.06887255,42.376852,30
-71.07529361642855,42.335552565,225
-71.095388254,42.26829327400001,95
-71.15802549333334,42.2963692,36
-71.06450852333332,42.29944784833334,29
-71.00470553,42.38793519,17
-71.05656667,42.32161636,49
-71.0816979075,42.3422692025,58
-71.13964409,42.23951493,15
-71.11015445000001,42.321651344,34
-71.13663620999999,42.27308124333334,29
-71.12629908,42.24124926,52
-71.052348235,42.363523525,77
-71.06500833,42.31319382,52
-71.04649860363637,42.28464378363637,137
-71.08871363499999,42.290797497499995,97
-71.05652474,42.36646507,29
-71.1064451575,42.3384267225,20
-71.05681088,42.351348795,69
-71.04091348142856,42.31859047571428,67
-71.07927548965519,42.34740012896552,281
-71.06569436,42.30536525166667,64
-71.10300794375,42.309151365,66
-71.09397108833333,42.349526948333335,50
-71.08989078444445,42.313826318888886,61
-71.140482575,42.288766285,25
-71.13202926,42.35007201,67
-71.03189098,42.3759822375,59
-71.05583443500001,42.29584953375001,91
-71.12087522,42.26605900249999,82
-71.06198607000003,42.32696647,276
-71.15123846285715,42.34098290857143,78
-71.07163224285713,42.351667907857134,58
-71.06177382727273,42.35575532772728,14
-71.12200669,42.29555062,7
-71.05672135166668,42.34233585166667,70
-71.068803734,42.31231804400001,98
-71.09190545333333,42.28563379333333,100
-71.07317137999999,42.320686047500004,33
-71.149869,42.267936,32
-71.098266035,42.279567385,30
-71.108117574,42.331476596,39
-71.07558194399999,42.34085484399999,75
-71.14816309999999,42.35000076875001,16
-71.043980544,42.34684762799999,70
-71.047745465,42.3333345075,52
-71.03022163,42.334442995,35
-71.07349623,42.277363065,24
-71.06553003249999,42.374688042500004,37
-71.11976037375,42.25056646375,72
-71.07146111,42.35074192,28
-71.10066932,42.34518279999999,73
-71.15670264,42.35317994333333,42
-71.07729033000001,42.311041668,76
-71.16916021333334,42.26735693333333,64
-71.07056576,42.28917593111111,113
-71.08254809142856,42.27133359857144,50
-71.06004332333333,42.30679252,65
-71.08452992333333,42.35116309,81
-71.06537118777777,42.34341026444444,153
-71.0780452709091,42.336864305454554,107
-71.12185422666667,42.35222643,28
-71.06573727166666,42.31727222666667,93
-71.05975621799999,42.300319734000006,84
-71.15590666666667,42.2855806,33
-71.0886255225,42.308116007500004,27
-71.0849096142857,42.34570396285715,58
-71.12689571,42.35358822,42
-71.09636963400001,42.33028124,51
-71.14174479,42.255190320000004,39
-71.09265423142857,42.33466201857142,113
-71.09028274153846,42.34365732,88
-71.07941288,42.294739395,22
-71.05470497666667,42.33532976666667,68
-71.13258754,42.36233533,33
-71.054757762,42.358237298,42
-71.136289319,42.349965189,66
-71.15793093333333,42.342854644999996,23
-71.07027004999999,42.34437552714286,66
-71.041102812,42.331648048,69
-71.1169758825,42.2742428525,62
-71.07401954,42.283945192,42
-71.03409322499999,42.3687256325,71
-71.05714488857143,42.36637529,43
-71.11397007,42.30592918125,108
-71.031263886,42.380048322,75
-71.08285460941175,42.30914773529412,242
-71.11435224499999,42.26255576,55
-71.090654165,42.320488195,28
-71.107002304,42.318165617999995,48
-71.04949406166666,42.29780009499999,111
-71.066934535,42.36266555,22
-71.08687313777779,42.34886423666667,48
-71.05029297,42.34877749333334,51
-71.00884713250001,42.3918157025,44
-71.0683899,42.32319727,40
-71.05475710000002,42.36011431807693,252
-71.071475495,42.29247936750001,77
-71.14451382,42.27840259,30
-71.09625992,42.26538294,33
-71.06860388999999,42.30473987,36
-71.08057548,42.28520997,15
-71.09148972142857,42.33108663857143,77
-71.05971750333333,42.3540618,31
-71.12002157,42.28862857,20
-71.08293957333332,42.32733498500001,38
-71.11193740333333,42.28441095,109
-71.07278048266667,42.333478887999995,211
-71.07919522,42.3193454075,66
-71.10294245,42.27095683,36
-71.108094674,42.31335163999999,38
-71.0223364025,42.3812277675,15
-71.13482683,42.35362086636364,134
-71.06019881,42.36658726,34
-71.06005721800001,42.37801616,75
-71.12948008500001,42.2694733,24
-71.065857505,42.348414535,60
-71.091668795,42.273862460000004,19
-71.10670681,42.338570000000004,71
-71.1062668,42.27723796,16
-71.03630594166667,42.378033223333325,31
-71.05556016,42.36423881,27
-71.09670872,42.32525339,59
-71.16546805666667,42.33827195,10
-71.07109633099999,42.303321927999995,103
-71.08277636999998,42.34862382,828
-71.07428455081083,42.351211,526
-71.06473124,42.30839354,73
-71.03951006333334,42.374509461333325,134
-71.11750278,42.35996672,10
-71.09083199000001,42.26973716833333,52
-71.07660616846152,42.28734994230769,98
-71.13117070999999,42.23689883,73
-71.08743870333333,42.28435502333334,64
-71.08438983500001,42.301175035,60
-71.1676231175,42.2856419025,46
-71.08597819250001,42.341951307500004,71
-71.07925068,42.382237856,64
-71.0687871088889,42.342101979999995,53
-71.07722489499999,42.34861009666667,79
